10,"1,26418790706713E+017",2011-10-18 22:06:03,text,class,apple
1230,"1,25489264157917E+017",2011-10-16 08:32:26,"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/fnbKNwmj #PampersHelloApps Ends10/21",neutral,apple
1231,"1,25486845768368E+017",2011-10-16 08:22:50,"@Mommy_gaga  #Win an @Apple iPod Touch @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps",neutral,apple
1238,"1,25460019859821E+017",2011-10-16 06:36:14,I have to change my homepage from @apple.  Steve Jobs looks like an owl,neutral,apple
1239,"1,25459423870198E+017",2011-10-16 06:33:54,"Hey @Apple, aren't you the one who pays attention to little things like these? http://t.co/BU8cbfHV",neutral,apple
1240,"1,25459375245636E+017",2011-10-16 06:33:43,"Hey @Apple, aren't you the one who pays attention to little things like these? http://t.co/nq8ckCAr",neutral,apple
1244,"1,25457535951061E+017",2011-10-16 06:26:22,@msantram I want @apple to integrate Siri with @Quora.,neutral,apple
1246,"1,25448837404955E+017",2011-10-16 05:51:48,@MisThang2u nope they wouldn't even let me &amp; my mom switch @apple she has an upgrade mine isn't do til marchî˜,neutral,apple
1255,"1,25433354488254E+017",2011-10-16 04:50:16,"@Apple iOS5 is all well and good and has nice new features, but I'm still waiting on an app that will go to work for me.",neutral,apple
1256,"1,25432626482917E+017",2011-10-16 04:47:23,"As tribute to Steve @apple, i'd consider renaming #Siri to Steve - he'll get your #Jobs done!  Forever remembered for his legacy.",neutral,apple
1257,"1,254325183244E+017",2011-10-16 04:46:57,can't wait for @Spotify and @Apple to integrate with Siri.,neutral,apple
1258,"1,25425087800291E+017",2011-10-16 04:17:25,@rjpittman Why you won't use your @apple account.,neutral,apple
1259,"1,25424738662224E+017",2011-10-16 04:16:02,I hope @apple will release an app for Siri for us non-apple 4s users. #apple #iphone #siri,neutral,apple
1264,"1,25419216227668E+017",2011-10-16 03:54:05,"strange, i cannot put my newsstand app into any group. @apple wants to be our new paperboy #iOS #iphone",neutral,apple
1265,"1,25417324621738E+017",2011-10-16 03:46:34,"In case you were curious like me.... IPhone 4S: Which Apple #iPhone is Best for Price, Features? http://t.co/d1LonCzc @Apple #HealthIT #EHR",neutral,apple
1267,"1,25416866243019E+017",2011-10-16 03:44:45,Lemme just say iOS5 is mad cool BUT it needs A LOT of bug fixes @Apple,neutral,apple
1268,"1,25416811490578E+017",2011-10-16 03:44:32,"I don't get it. Instead of @apple dropping the 16GB iPhone 4 down to $99, they release an 8GB one for $99???",neutral,apple
1271,"1,2541015319656E+017",2011-10-16 03:18:05,Dear @Apple iMessage client for desktop please :),neutral,apple
1272,"1,25409201907438E+017",2011-10-16 03:14:18,"#Siri is kinda slow, tho impressed it got my accent and commands first time out. @apple",neutral,apple
1280,"1,25406528487424E+017",2011-10-16 03:03:40,Why doesn't the Genius have songs for Watch the Throne yet? HUH? @APPLE ?????,neutral,apple
1282,"1,25406003863884E+017",2011-10-16 03:01:35,"&quot;#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/eYLm3pav #PampersHelloApps&quot;",neutral,apple
1283,"1,25405939015758E+017",2011-10-16 03:01:20,SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator ---- Posts on Twitter,neutral,apple
1288,"1,25402652610798E+017",2011-10-16 02:48:16,@Blackberry -vs- @Apple iPhone?,neutral,apple
1293,"1,25398913313284E+017",2011-10-16 02:33:25,At @Apple HQ,neutral,apple
1294,"1,25398813543375E+017",2011-10-16 02:33:02,Our trip to SF and Silicon Valley is about to end. Visit @Apple HQ is one of the final stops. http://t.co/ikoOqdoc,neutral,apple
1297,"1,25394805449699E+017",2011-10-16 02:17:05,#iPhone4S in #Space http://t.co/glOaXhLe via @youtube #nasa @apple,neutral,apple
1302,"1,25379023307153E+017",2011-10-16 01:14:23,"RT @stalkertard: hey @apple, how about if IPhone4S = &quot;IPhone 4 Steve&quot; and you donate a small portion of the proceeds towards cancer research? #RIPSteveJobs",neutral,apple
1305,"1,25374041556128E+017",2011-10-16 00:54:35,@iH8sn0w @MuscleNerd ...well @apple considers jailbreaking illegal but we still do it ,neutral,apple
1306,"1,25373658389692E+017",2011-10-16 00:53:04,"&quot;#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/DLLabuAK #PampersHelloApps&quot;",neutral,apple
1307,"1,25373427661029E+017",2011-10-16 00:52:09,Do wish @hudl would come up with a native @apple Mac version of their video editor especially with HD video.  But love everything @hudl,neutral,apple
1308,"1,25372628746768E+017",2011-10-16 00:48:58,@_courtneytaylor @apple did you get a 4S?,neutral,apple
1311,"1,2536902635135E+017",2011-10-16 00:34:39,@apple should make Siri avalible for all devices not exclusive to the iPhone 4S,neutral,apple
1312,"1,25368381728764E+017",2011-10-16 00:32:06,Still a line @apple store Hillsdale mall #94402 http://t.co/wzVxNz8E,neutral,apple
1314,"1,25367492976718E+017",2011-10-16 00:28:34,@apple http://t.co/awASwV5u,neutral,apple
1315,"1,25366519680086E+017",2011-10-16 00:24:42,@Apple Why do you have a volume control in the fast app switcher!? Buttons. Volume buttons. You have them. Give me a brightness slider! #wtf,neutral,apple
1316,"1,25365963972542E+017",2011-10-16 00:22:29,@Apple Why do you have a. Online control,neutral,apple
1320,"1,25365264656237E+017",2011-10-16 00:19:42,The Sorcerer's Apprentice @Apple http://t.co/M6xGD0Kw via @YahooFinance,neutral,apple
1321,"1,25364154629493E+017",2011-10-16 00:15:18,Proof that my dad loves my sis more. RT @AnnaCorinne16 woke up to my dad at my door w my new iphone. he surprised me &amp; went to @apple!,neutral,apple
1322,"1,25364122853454E+017",2011-10-16 00:15:10,Imagine all the surprise parties that will be ruined because of Find My Friends from @apple.,neutral,apple
1324,"1,25361209137566E+017",2011-10-16 00:03:36,@apple iphone 4s arrival on Tuesday!! #iPhone4S,neutral,apple
1325,"1,25360952878182E+017",2011-10-16 00:02:35,Too many iPhones.  @apple @dcoult #FirstWorldProblems http://t.co/Ck4yfFSY,neutral,apple
1326,"1,25360877359743E+017",2011-10-16 00:02:16,"Dear @apple, as a hoh/deaf user, can you please add options for stronger and longer vibrate for #iphone4s ? Thank you! #hoh #deaf #ally",neutral,apple
1327,"1,25359697770451E+017",2011-10-15 23:57:35,At the Genius Bar... Waiting @apple store,neutral,apple
1328,"1,25359622193295E+017",2011-10-15 23:57:17,"no kidding â€œ@thejabberwockey: Also @EricGreenspan, don't forget @Apple stop closing the app store after each bloody purchase...â€",neutral,apple
1329,"1,25357901580747E+017",2011-10-15 23:50:27,"So, what is behind that giant silver door at the @apple store? #MacLife",neutral,apple
1333,"1,2535429675262E+017",2011-10-15 23:36:07,"@apple so im sure u guys get this all the time, but y no flash support and when could that finally change?!?!",neutral,apple
1337,"1,2535106762088E+017",2011-10-15 23:23:18,@robcollingridge @Apple @Google and with a URL that works http://t.co/vGSf529q,neutral,apple
1338,"1,25350537821569E+017",2011-10-15 23:21:11,"@robcollingridge @Apple @Google Been looking at Samsung ChatON tonight, very promising. Integrated with key apps http://t.co/DZsGPhqt",neutral,apple
1339,"1,2534782875417E+017",2011-10-15 23:10:25,"@thejcurt unlocking it at @apple store. RIP, Mr. Jobs.",neutral,apple
1341,"1,25347618862793E+017",2011-10-15 23:09:35,@apple please get to work on #iCloud so I can ditch #google,neutral,apple
1344,"1,25345723020608E+017",2011-10-15 23:02:03,"Siri is cool but more importantly handy and FUNNY. @Apple please configure it for Canada. What's with the racism, EH?",neutral,apple
1345,"1,25344722196767E+017",2011-10-15 22:58:05,"RT @Apple Yea, our stores are open 7 days a week RT @Wasalu_Flora Me too? RT @DJ_BMONEY iPad ..+ iPhone 4s..= My Christmas gifts to my self.",neutral,apple
1346,"1,25344351218975E+017",2011-10-15 22:56:36,#IOS5  needed to include a landscape mode for reminders @Apple,neutral,apple
1351,"1,25338231280644E+017",2011-10-15 22:32:17,"@Apple - Does OS X Lion Server, works whit iCloud ??",neutral,apple
1354,"1,25336929825849E+017",2011-10-15 22:27:07,"De la nada mi #iPhone4 se fue a negro y empezÃ³ a vibrar, hubo que resetearlo, que onda con #iOS5 WTFH @Apple",neutral,apple
1356,"1,25336798690943E+017",2011-10-15 22:26:36,http://t.co/CvEKdOIQ line at @Apple northpark #dallas mall. #4GSiPhone,neutral,apple
1358,"1,25335012961829E+017",2011-10-15 22:19:30,@davidcohen Sounds like 2nd day strategy isn't working. We got ours yesterday - in and out in no time. @Apple staff awesome/efficient!,neutral,apple
1364,"1,25332871174038E+017",2011-10-15 22:10:59,"@sprint is slow, slow, slow. beware when signing with #SlowSprint. @apple #iphone #iphone4 #iphone4s #Siri #android #TheBufferingNetwork",neutral,apple
1365,"1,25332609428496E+017",2011-10-15 22:09:57,Waiting on line @Apple store at west 14th Street.,neutral,apple
1373,"1,25327281181835E+017",2011-10-15 21:48:47,In honor of Steve Jobs. @apple #RIPSteve http://t.co/NyjhkNoU,neutral,apple
1374,"1,25326760769372E+017",2011-10-15 21:46:42,when is @apple gonna update the fact that i can't see emoji on twitter for mac?,neutral,apple
1375,"1,25325397712847E+017",2011-10-15 21:41:17,RT @ajrogers Purdie Rogers tribute to #SteveJobs and @apple. We spray painted the Macintosh Plus w.. http://t.co/AlDicTd1,neutral,apple
1377,"1,25324916009615E+017",2011-10-15 21:39:23,RT @ajrogers Purdie Rogers tribute to #SteveJobs and @apple. We spray painted the Macintosh Plus w.. http://t.co/oMXjhZh0,neutral,apple
1379,"1,2532108452549E+017",2011-10-15 21:24:09,@apple so why is the ios support for 2nd gen ipods discontinued? It is only 3 years old? Give us an ios update please!,neutral,apple
1382,"1,2531802939025E+017",2011-10-15 21:12:01,"Just had a look on eBay for iPhone 4s and some have 13,16,24 bids at well over Â£500 some Â£530 (16gb white) , they are Â£499 delivered @apple",neutral,apple
1383,"1,25317541504627E+017",2011-10-15 21:10:04,#SaturdayCute: Shit That #Siri Says. @Apple designers knew what people were going to ask the new digital assistant... http://t.co/Ecji1iIo,neutral,apple
1384,"1,25317300860621E+017",2011-10-15 21:09:07,"@thatstevegray done that buddy, just  surprised that there's no option from @apple &amp; if you turn it back on it brings back the pics u delete",neutral,apple
1385,"1,25315460030923E+017",2011-10-15 21:01:48,SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator --- Posts on Twitter,neutral,apple
1386,"1,25315263183852E+017",2011-10-15 21:01:01,So @apple changed the look of their on/off toggle. I wonder how long it will take for all the hip web apps to follow...,neutral,apple
1387,"1,25315080081519E+017",2011-10-15 21:00:17,I want everybody on earth to iMessage me.  Is there anyway the world can iMessage me without giving them my phone number??? @Apple,neutral,apple
1390,"1,253127893456E+017",2011-10-15 20:51:11,"@apple can you vote for my wishlist, cus there all apple products? http://t.co/uAize83k",neutral,apple
1401,"1,25312357797863E+017",2011-10-15 20:49:28,"RT @MyMelange: Wall to wall people, security and a huge line outside just to get in the @Apple store.  http://t.co/i1khkgJm",neutral,apple
1405,"1,25309663913841E+017",2011-10-15 20:38:46,Whoa! Line at @apple store in Glendale for iPhone 4S  http://t.co/yZlpogXB,neutral,apple
1410,"1,25305567148388E+017",2011-10-15 20:22:29,Follow me and I follow you!! @iOS5 @fansoflilwayne @follow @apple,neutral,apple
1419,"1,25300705836794E+017",2011-10-15 20:03:10,Salesperson at #soho @Apple store &quot;it doesn't matter how many people are lined up out front. They're not gonna get one&quot; #iphone4s,neutral,apple
1420,"1,25300603059577E+017",2011-10-15 20:02:46,@apple and I'm looking at the outside &amp; all you see is sticky notes about steve jobs,neutral,apple
1423,"1,25287442407363E+017",2011-10-15 19:10:28,@apple needs to make a vokel app now,neutral,apple
1425,"1,25283873331495E+017",2011-10-15 18:56:17,@samsung and @apple never rest as they battle in court yet again over tablets.(not the pills),neutral,apple
1427,"1,25281502866059E+017",2011-10-15 18:46:52,Iphone update is great but seriously @apple let me delete stuff I dont want like gamecenter. Steve wont mind...,neutral,apple
1430,"1,25278676949545E+017",2011-10-15 18:35:38,@rjakesuk mine is past the warranty and I don't have AppleCare. #ios5 @apple,neutral,apple
1433,"1,25276525472911E+017",2011-10-15 18:27:05,If @Apple could put the USB female connector in cars would be #Dope,neutral,apple
1435,"1,25275795252978E+017",2011-10-15 18:24:11,What do we have to do to get Flash on #iPad? @Apple please please please change your mind. Thank you in advance! @kusi_sk  @PeterNemcok,neutral,apple
1437,"1,25275280678994E+017",2011-10-15 18:22:09,@ireton Perhaps it's time for @Apple to come out with an app called iSuck that lets you know which apps are killing your battery life,neutral,apple
1438,"1,25273317673415E+017",2011-10-15 18:14:21,20 min line @apple store @short pump.,neutral,apple
1440,"1,25270965268644E+017",2011-10-15 18:05:00,Lol @Apple support playing Mary J Blige during the wait time.,neutral,apple
1446,"1,25267017942053E+017",2011-10-15 17:49:19,"RT @TheMacMob: Sprint, Verizon &amp; AT&amp;T @Apple Stores http://t.co/ZOzR0UUz",neutral,apple
1447,"1,25266503657472E+017",2011-10-15 17:47:16,@xwordy iCloud was new; I didn't need weather or stocks but they were there pre #ios5 so I'm not hopeful that this will help @apple,neutral,apple
1451,"1,25261029834899E+017",2011-10-15 17:25:31,"Thinking more, I want Android to do an iMessage service &amp; for @Google &amp; @Apple to interconnect. They would if the cared about their users.",neutral,apple
1452,"1,25260105154437E+017",2011-10-15 17:21:50,@apple in Austin:  domain location - umbrellas are nice but being staffed properly would be better.,neutral,apple
1453,"1,2525780379016E+017",2011-10-15 17:12:42,bored - need a new intriguing #app for my #iPad.  Any suggestions?  @apple #yyc @Gadget_Guy,neutral,apple
1455,"1,2525244283632E+017",2011-10-15 16:51:24,"@KeepnUpWitTBoyd @AppStore @iTunesMusic they fixed a bug Thursday after I had done my update? Thus my issue, spent Fri @apple  #iOS5",neutral,apple
1458,"1,25250721280041E+017",2011-10-15 16:44:33,"And @Apple I still have an old MBP from 2006 which I use - which can't run #Lion, I still like to sync it!",neutral,apple
1459,"1,25250617911419E+017",2011-10-15 16:44:09,"@moLifer26 @apple When we find people standing in the middle of blood-soaked rooms saying, &quot;Siri told me to?&quot; #noreallyihearvoices",neutral,apple
1460,"1,25250078108684E+017",2011-10-15 16:42:00,...now with Siri were talking to our iPhones... how will we ever know if people are really truly crazy? :P #iphone4s #Siri #apple @apple,neutral,apple
1462,"1,25246898830459E+017",2011-10-15 16:29:22,@notleifgarrett @apple you'll be able to afford that mansion one day.,neutral,apple
1463,"1,25245892814045E+017",2011-10-15 16:25:22,"@fabi_m not that I know of. I think it is only on iOS, should get @apple to make a desktop app :)",neutral,apple
1467,"1,25244798671143E+017",2011-10-15 16:21:01,@notleifgarrett @apple wished their on hold music played &quot;Pictures of You&quot;.,neutral,apple
1475,"1,25231250247135E+017",2011-10-15 15:27:11,@RealEstateGuyWI All about yesterday's @Apple upgrade. Helpful but maddening,neutral,apple
1480,"1,25227689895408E+017",2011-10-15 15:13:02,"From @SteveJobs to Bryan at Boston's Genuis Bar, @Apple has had an impact on everyone's life.",neutral,apple
1483,"1,2522274903466E+017",2011-10-15 14:53:24,"after being on hold with @apple for the last 30 mins, i really like their music selection of on-hold music. White Stripes, Ray Lamontagne...",neutral,apple
1485,"1,25218106778993E+017",2011-10-15 14:34:57,"&quot;#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/g8Uof7uz #PampersHelloApps&quot;",neutral,apple
1487,"1,25211793655218E+017",2011-10-15 14:09:52,"@vlingo is a POOR substitute for Siri!! Yo @APPLE, gimmie Siri!!!!",neutral,apple
1490,"1,25206271560385E+017",2011-10-15 13:47:56,"Tech lobbyists like @Google, @Microsoft, &amp; @Apple could have sway to change #WallStreet ethos? #OWS Make them #DoNoEvil",neutral,apple
1493,"1,2519675138789E+017",2011-10-15 13:10:06,@Apple Scrapple. (:,neutral,apple
1494,"1,25193298624258E+017",2011-10-15 12:56:23,@tvnewschick @apple Oh no! Why not?! I want it to be love-love-love! It's a lot of dough to spend otherwise...,neutral,apple
1495,"1,25184976579863E+017",2011-10-15 12:23:18,One of the great #entrepreneurs has died. #Steve #Jobs has passed away. Our hearts go out to his family and everyone at @Apple,neutral,apple
1499,"1,25085987431924E+017",2011-10-15 05:49:58,@fashionNOGuilt haha! tomorrow should be less hectic too! 'cause everyone and their moms was at the @apple store today! ;],neutral,apple
1501,"1,26535080557552E+017",2011-10-19 05:48:08,On Google+ then go here http://t.co/oTBwkxo9 #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral,google
1503,"1,26535043588964E+017",2011-10-19 05:47:59,Who else is on g+ ? Add for add? Let me know.  #TFB #TAF #google+,neutral,google
1504,"1,2653501604916E+017",2011-10-19 05:47:53,Have anyone of you found a Twitter to Google+ tool? #Google #Twitter,neutral,google
1506,"1,2653491729007E+017",2011-10-19 05:47:29,#Google unveils next iteration of #Android - #icecreamsandwich - with several revamps incl facial recognition security http://t.co/xMrZVkav,neutral,google
1518,"1,26534362148782E+017",2011-10-19 05:45:17,"Google Offers to compete with Groupon, Living Social - Pittsburgh Post-Gazette http://t.co/Wwj3xvdm #google",neutral,google
1522,"1,26534144170791E+017",2011-10-19 05:44:26,What does it take to get a job at #Google? #recruiting http://t.co/eVjiH7oD,neutral,google
1524,"1,26534083797987E+017",2011-10-19 05:44:11,"Samsung Galaxy Nexus, Android Ice Cream Sandwich unveiled http://t.co/wWrYcM04 #android #google #samsung",neutral,google
1525,"1,26534080627094E+017",2011-10-19 05:44:10,http://t.co/e5ClGzsI #google,neutral,google
1531,"1,26533944832311E+017",2011-10-19 05:43:37,#Google #Ice Cream Sandwich (#Android 4.0): a hands-on ##screenshot #gallery http://t.co/bpZRz337,neutral,google
1535,"1,26533740628423E+017",2011-10-19 05:42:49,Now it's time for some Ice Cream Sandwich! #Samsung launched it's latest Android Galaxy Nexus phone powered by #Google,neutral,google
1536,"1,26533730671149E+017",2011-10-19 05:42:47,in the theater .. there are are a good 300 ppl here. #guae #google #dubai http://t.co/OjykYcfo,neutral,google
1544,"1,26533567311393E+017",2011-10-19 05:42:07,#Android #Google Samsung Galaxy Nexus official hands-on [Video] http://t.co/6GX3R9MT #DhilipSiva,neutral,google
1546,"1,26533547803681E+017",2011-10-19 05:42:03,RT @NeowinFeed: Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/L5m9uwD7 #neowin,neutral,google
1547,"1,26533491495158E+017",2011-10-19 05:41:49,RT @iPadPowerUsers On Google+ then go here http://t.co/1OGs2xA9 #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral,google
1548,"1,26533487590248E+017",2011-10-19 05:41:48,Did #Facebook Just Beat #Google At Its Own Game? http://t.co/SiJsB3ME #socialmedia,neutral,google
1549,"1,26533485837038E+017",2011-10-19 05:41:48,Did #Facebook Just Beat #Google At Its Own Game? http://t.co/xVonCBeb #socialmedia,neutral,google
1565,"1,26532820507177E+017",2011-10-19 05:39:09,#Google Says ICS Is Coming To The #Nexus S And â€œTheoreticallyâ€ Should Work With 2.3 Devices http://t.co/TY0HDQAm,neutral,google
1566,"1,26532798994584E+017",2011-10-19 05:39:04,Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/pw4mfbSe #Google,neutral,google
1571,"1,26532569259971E+017",2011-10-19 05:38:10,Bitch please your vagina has been used more than #google .,neutral,google
1577,"1,26532361587397E+017",2011-10-19 05:37:20,#Google #IceCreamSandwich Debuts as IPhone Sets Record: Tech. http://t.co/TrENUYF4,neutral,google
1578,"1,26532316859339E+017",2011-10-19 05:37:09,RT @aljonkar: The new Samsung Galaxy nexus.. http://t.co/UtbpXrsj #Android #Samsung #Google #WoW CC @kha1989led @eisaahmad,neutral,google 
1583,"1,2653217808241E+017",2011-10-19 05:36:36,#Google search to have default encryption http://t.co/rwgKPbGu,neutral,google
1584,"1,26532141302559E+017",2011-10-19 05:36:28,#google- http://t.co/Hkk3qMMe,neutral,google
1585,"1,26532121773883E+017",2011-10-19 05:36:23,Google Defaults to Encrypted HTTPS Searches for Logged In Users #Google http://t.co/6yFZvoxS,neutral,google
1587,"1,2653206482362E+017",2011-10-19 05:36:09,#Samsung &amp; #Google unveil latest #Android #phone using #IceCreamSandwich http://t.co/eHoeBMDW,neutral,google
1588,"1,26532054136525E+017",2011-10-19 05:36:07,"RT @webseoanalytics: #SEO Tip:Google considers the first lines of the page important.Put menu,headers+important text on top. #google",neutral,google
1590,"1,26532019999097E+017",2011-10-19 05:35:59,@WEirDOsRunSHIT lol #google,neutral,google
1592,"1,26531893649875E+017",2011-10-19 05:35:28,@tando_m @nonimsi sorry to butt in but there is one :) I can't remember what it's called though. #Google,neutral,google
1594,"1,26531814071337E+017",2011-10-19 05:35:09,#Android #Google Android 4.0 Ice Cream Sandwich SDK now Available for Download http://t.co/Fue4VXxe #DhilipSiva,neutral,google
1596,"1,26531693522858E+017",2011-10-19 05:34:41,GMusic Unites #Google #Music with #Apple iOS [#Apps] http://t.co/R0ih6ePa #republished,neutral,google
1597,"1,26531628087513E+017",2011-10-19 05:34:25,"#SEO Tip:Google considers the first lines of the page important.Put menu,headers+important text on top. #google",neutral,google
1599,"1,26531561691693E+017",2011-10-19 05:34:09,On Google+ then go here http://t.co/SxmLkaRR #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral,google
1600,"1,26531560194327E+017",2011-10-19 05:34:09,#SEOTIPS To find out what web pages of your website are indexed by #Google simply Google --&gt; site:http://t.co/xlsu6iPa,neutral,google
1601,"1,26531556255871E+017",2011-10-19 05:34:08,"RT @Infograhpic: The Perks of Working at #Google, #Facebook, #Twitter and More [INFOGRAPHIC] http://t.c...  @MediaTip",neutral,google
1603,"1,26531542733431E+017",2011-10-19 05:34:05,"#Android #Google Ice Cream Sandwich Is Finally Official, And Here's What To Expect http://t.co/Wxhb8JXO #DhilipSiva",neutral,google
1604,"1,26531524945396E+017",2011-10-19 05:34:01,Empire Avenue. The Social Stock Market. What Is Your Online Activity Worth? http://t.co/AKlnmKAi #twitter #facebook #Google+ #socialmedia,neutral,google
1605,"1,26531522487534E+017",2011-10-19 05:34:00,RT @NeowinFeed: Google shows off new Ice Cream Sandwich features #google #android http://t.co/LlJpGM2a #neowin,neutral,google
1608,"1,26531297249202E+017",2011-10-19 05:33:06,"The Perks of Working at #Google, #Facebook, #Twitter and More [INFOGRAPHIC] http://t.co/YT87krbP #sm #socialmedia... http://t.co/1yCwl874",neutral,google
1609,"1,26531285475799E+017",2011-10-19 05:33:03,#Google To Begin #Encrypting Searches &amp; Outbound Clicks By Default With SSL Search - http://t.co/vc573Pte,neutral,google
1613,"1,26531278517449E+017",2011-10-19 05:33:02,"RT @GLaraLopez: The Perks of Working at #Google, #Facebook, #Twitter and More [INFOGRAPHIC] http://t.co/0KcgbMWF #sm #socialmedia #redessociales",neutral,google
1615,"1,26531161215345E+017",2011-10-19 05:32:34,"The Perks of Working at #Google, #Facebook, #Twitter and More [INFOGRAPHIC] http://t.co/ktK62gVq #sm #socialmedia #redessociales",neutral,google
1620,"1,26530795987939E+017",2011-10-19 05:31:07,"#seo #serps Ballmer: 70% Of The Time, Google &amp; Bing Are The Same, So Try Bing! by @dannysullivan http://t.co/ZE9AiMYI #google #yahoo #bing",neutral,google
1621,"1,2653076682913E+017",2011-10-19 05:31:00,Unwrapping Ice Cream Sandwich on the Galaxy Nexus: (Cross-posted on the Official Google blog) Bea... http://t.co/K10SvnNr #google #mobile,neutral,google
1622,"1,26530553477468E+017",2011-10-19 05:30:09,G#Music Unites #Google Music with #Apple iOS [#Apps] http://t.co/3ze3feV4,neutral,google
1623,"1,26530551384506E+017",2011-10-19 05:30:08,G#Music Unites #Google Music with #Apple iOS [#Apps] http://t.co/S8V8vfmh,neutral,google
1624,"1,26530550394651E+017",2011-10-19 05:30:08,"The Perks of Working at #Google, #Facebook, #Twitter and More [INFOGRAPHIC] http://t.co/0KcgbMWF #sm #socialmedia #redessociales",neutral,google
1625,"1,2653053264017E+017",2011-10-19 05:30:04,#Twitter and #Google 'just can't agree' on Realtime Search deal - Computerworld : http://t.co/XNj052NO #av,neutral,google
1626,"1,26530487840813E+017",2011-10-19 05:29:53,Google To Begin Encrypting Searches &amp; Outbound Clicks By Default With SSL Search http://t.co/C0Ykfjla #google #search,neutral,google
1627,"1,26530423026233E+017",2011-10-19 05:29:38,Who are the top folks on #Google+? See this tag cloud: http://t.co/rp7LSoEE via @jowyang,neutral,google
1638,"1,26529904731881E+017",2011-10-19 05:27:34,#Google unveils what's new in #Android 4 'Ice Cream Sandwich' http://t.co/uOLAYieA,neutral,google
1639,"1,26529833487446E+017",2011-10-19 05:27:17,#GOOGLE me if u dnt understand me Æ Í¡Ì´Ì´.Ì®Æ Í¡Ì´Ì´Ì´,neutral,google
1645,"1,26529492582797E+017",2011-10-19 05:25:56,Is #Google #Flight Search a threat to the OTA and #travel #Meta #Search #market in India? Check- http://t.co/RuhglJMt #News,neutral,google
1647,"1,26529490737304E+017",2011-10-19 05:25:56,"@attentionspan i don't think the link you posted suggests that #google+ traffic is in downward spiral, just corrected for novelty",neutral,google
1649,"1,26529470814364E+017",2011-10-19 05:25:51,"So, @Gizmodo @TechCrunch -- answer the question we really want to know -- ICS + Nexus vs. iPhone 4S? #Google #Apple",neutral,google
1650,"1,26529468981453E+017",2011-10-19 05:25:50,#ThatsDisrespectful Like using #Google to search for #Bing,neutral,google
1651,"1,2652940306797E+017",2011-10-19 05:25:35,"#Samsung Galaxy Nexus #smartphone, Android 4.0 Ice Cream Sandwich unveiled by #Googleâ€¦ http://t.co/nds5B4ej #BT",neutral,google
1652,"1,26529287858819E+017",2011-10-19 05:25:07,#Android Ice Cream Sandwich and Galaxy Nexus: Everything You Need to Know http://t.co/CvTxbiKQ #google #mobile #OS,neutral,google
1655,"1,26529224642281E+017",2011-10-19 05:24:52,Galaxy Nexus Vs iPhone 4S: Which smartphone wins? http://t.co/bF6QUCwt via @productreviews #galaxynexus #iphone4s #google #apple #ics,neutral,google
1657,"1,26529168715432E+017",2011-10-19 05:24:39,"Samsung, Google Unveil Phone http://t.co/tzj1bYNc #Google",neutral,google
1659,"1,26529111819682E+017",2011-10-19 05:24:25,#SEO Tip:Make sure that your important keywords have high keyword density in your pages #google #bing #yahoo,neutral,google
1660,"1,26529099018674E+017",2011-10-19 05:24:22,Android Ice Cream Sandwich is out! #android #Google,neutral,google
1661,"1,26529019284947E+017",2011-10-19 05:24:03,Android Ice Cream Sandwich and Galaxy Nexus: Everything You Need to Know - http://t.co/MSqsVMDK #google,neutral,google
1672,"1,26528767228248E+017",2011-10-19 05:23:03,New #Google #Nexus -&gt; http://t.co/qR1eijhw,neutral,google
1676,"1,26528551766868E+017",2011-10-19 05:22:12,"#Google Docs #Updates Presentations With Real-Time #Collaboration, New Themes, Transitions and More [Updates] http://t.co/JWSPetbd",neutral,google
1677,"1,26528448050119E+017",2011-10-19 05:21:47,Google Adsense Tools http://t.co/2IjBZdvn #Adsense #Google #Tools,neutral,google
1679,"1,26528342613701E+017",2011-10-19 05:21:22,Playing around with Google+ #google,neutral,google
1680,"1,2652831854259E+017",2011-10-19 05:21:16,"RT @LocalJoost: #ICS&quot; putting people at the heart&quot;? You have GOT to be joking #Google. Now even copying slogans? Ah I get it, THOSE are not patented ;)",neutral,google
1681,"1,26528316978102E+017",2011-10-19 05:21:16,Extra care. &quot;@TheGoogleGeek: Google Encrypted Search for Logged-in Users http://t.co/jgwIs30e #google&quot;,neutral,google
1682,"1,26528307004051E+017",2011-10-19 05:21:13,"#Google #Docs presentations get real-time collaboration, transition effects and more: Googleâ€¦ http://t.co/COSF8WUS",neutral,google
